system:index,NDMI_mean,NDMI_p10,NDMI_p90,collectDOY,collectYear,fungal_diversity,latitude,longitude,plotID,precip_mm,precip_seasonality,soil_moisture,soil_pH,system:time_start,temp_celsius,temp_seasonality,.geo
4110,-0.3397078812122345,-0.40117594599723816,-0.2076236754655838,108,2018,10,40.817292,-104.750288,CPER_045,364.7399103,58.21076233,0.085,5.84,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.750288,40.817292]}"
4111,-0.31148722767829895,-0.36944976449012756,-0.16360530257225037,108,2018,12,40.818931,-104.748858,CPER_048,364.7399103,58.21076233,0.08,5.58,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.748858,40.818931]}"
4112,-0.3397078812122345,-0.40117594599723816,-0.2076236754655838,108,2018,8,40.817292,-104.750288,CPER_045,364.7399103,58.21076233,0.07,5.57,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.750288,40.817292]}"
4113,-0.2937256991863251,-0.34568387269973755,-0.20677965879440308,108,2018,5,40.818451,-104.707164,CPER_003,364.7399103,58.21076233,0.056,7.24,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.707164,40.818451]}"
4114,-0.31267213821411133,-0.36339303851127625,-0.2139449566602707,183,2018,8,40.810934,-104.729248,CPER_002,364.7399103,58.21076233,0.057,5.95,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.729248,40.810934]}"
4115,-0.33731240034103394,-0.39827585220336914,-0.20361991226673126,183,2018,10,40.817297,-104.747096,CPER_046,364.7399103,58.21076233,0.058,6.02,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.747096,40.817297]}"
4116,-0.33731240034103394,-0.39827585220336914,-0.20361991226673126,183,2018,10,40.817297,-104.747096,CPER_046,364.7399103,58.21076233,0.05,5.65,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.747096,40.817297]}"
4117,-0.33731240034103394,-0.39827585220336914,-0.20361991226673126,183,2018,11,40.817297,-104.747096,CPER_046,364.7399103,58.21076233,0.045,5.22,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.747096,40.817297]}"
4118,-0.32847991585731506,-0.36971351504325867,-0.2668358385562897,183,2018,2,40.81275,-104.696873,CPER_004,364.7399103,58.21076233,0.045,6.5,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.696873,40.81275]}"
4119,-0.32888564467430115,-0.3993304669857025,-0.1861145943403244,183,2018,9,40.818371,-104.746715,CPER_047,364.7399103,58.21076233,0.048,5.61,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.746715,40.818371]}"
4120,-0.3397078812122345,-0.40117594599723816,-0.2076236754655838,183,2018,13,40.817292,-104.750288,CPER_045,364.7399103,58.21076233,0.038,5.47,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.750288,40.817292]}"
4121,-0.3397078812122345,-0.40117594599723816,-0.2076236754655838,183,2018,5,40.817292,-104.750288,CPER_045,364.7399103,58.21076233,0.05,5.98,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.750288,40.817292]}"
4122,-0.3397078812122345,-0.40117594599723816,-0.2076236754655838,183,2018,8,40.817292,-104.750288,CPER_045,364.7399103,58.21076233,0.051,5.56,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.750288,40.817292]}"
4123,-0.2937256991863251,-0.34568387269973755,-0.20677965879440308,183,2018,5,40.818451,-104.707164,CPER_003,364.7399103,58.21076233,0.036,6.53,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.707164,40.818451]}"
4124,-0.31148722767829895,-0.36944976449012756,-0.16360530257225037,183,2018,6,40.818931,-104.748858,CPER_048,364.7399103,58.21076233,0.048,5.67,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.748858,40.818931]}"
4125,-0.2937256991863251,-0.34568387269973755,-0.20677965879440308,183,2018,8,40.818451,-104.707164,CPER_003,364.7399103,58.21076233,0.038,7.22,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.707164,40.818451]}"
4126,-0.31148722767829895,-0.36944976449012756,-0.16360530257225037,183,2018,12,40.818931,-104.748858,CPER_048,364.7399103,58.21076233,0.044,5.86,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.748858,40.818931]}"
4127,-0.31148722767829895,-0.36944976449012756,-0.16360530257225037,183,2018,7,40.818931,-104.748858,CPER_048,364.7399103,58.21076233,0.058,5.54,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.748858,40.818931]}"
4128,-0.3134578466415405,-0.38448312878608704,-0.18730159103870392,183,2018,4,40.853093,-104.728006,CPER_005,364.7399103,58.21076233,0.036,5.19,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.728006,40.853093]}"
4129,-0.3134578466415405,-0.38448312878608704,-0.18730159103870392,183,2018,6,40.853093,-104.728006,CPER_005,364.7399103,58.21076233,0.047,6.22,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.728006,40.853093]}"
4130,-0.3560788035392761,-0.42713797092437744,-0.22133758664131165,183,2018,4,40.814769,-104.748078,CPER_006,364.7399103,58.21076233,0.052,5.67,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.748078,40.814769]}"
4131,-0.3134578466415405,-0.38448312878608704,-0.18730159103870392,183,2018,5,40.853093,-104.728006,CPER_005,364.7399103,58.21076233,0.065,6.75,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.728006,40.853093]}"
4132,-0.3560788035392761,-0.42713797092437744,-0.22133758664131165,183,2018,3,40.814769,-104.748078,CPER_006,364.7399103,58.21076233,0.05,5.38,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.748078,40.814769]}"
4133,-0.291718453168869,-0.3444966971874237,-0.2097654938697815,183,2018,4,40.850866,-104.699535,CPER_001,364.7399103,58.21076233,0.079,7.41,2018-01-01T00:00:00,8.452466368,85.24955157,"{""type"":""Point"",""coordinates"":[-104.699535,40.850866]}"
