system:index,NBR_mean,NBR_p10,NBR_p90,NBR_stdDev,NDMI_mean,NDMI_p10,NDMI_p90,NDMI_stdDev,NDVI_mean,NDVI_p10,NDVI_p90,NDVI_stdDev,ND_GREEN_RED_mean,ND_GREEN_RED_p10,ND_GREEN_RED_p90,ND_GREEN_RED_stdDev,RED_SWIR_RATIO_mean,RED_SWIR_RATIO_p10,RED_SWIR_RATIO_p90,RED_SWIR_RATIO_stdDev,SAVI_mean,SAVI_p10,SAVI_p90,SAVI_stdDev,collectDOY,collectYear,fungal_diversity,latitude,longitude,plotID,precip_mm,precip_seasonality,soil_moisture,soil_pH,system:time_start,temp_celsius,temp_seasonality,.geo
4041,0.2647547423839569,0.2646969258785248,0.2648125886917114,5.78260143417815E-5,-0.011385363526642323,-0.011428571306169033,-0.011342154815793037,4.320820955979335E-5,0.5666365623474121,0.56411212682724,0.5691609978675842,0.002524424099861763,-0.03367098793387413,-0.03730664402246475,-0.030035335570573807,0.003635653356568893,0.9774856117007233,0.9774011299435028,0.9775700934579438,8.448175655480361E-5,0.2951835836753543,0.29491856677524425,0.29544860057546435,2.650169001109195E-4,81,2018,4,29.688969,-81.991102,OSBS_031,1313.953947,41,0.044,4.18,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.991102,29.688969]}"
4042,0.5094011425971985,0.5089430809020996,0.5098591446876526,4.58032749260383E-4,0.18985885381698608,0.18936237692832947,0.1903553307056427,4.964730489487305E-4,0.7484239339828491,0.7475547194480896,0.7492931485176086,8.691960857807176E-4,0.2055789679288864,0.20239880681037903,0.2087591290473938,0.003180161743946004,1.4687065558130028,1.4671936758893283,1.4702194357366771,0.001512879923449205,0.3358662338101694,0.33487784330244313,0.33685462431789565,9.883905077237571E-4,81,2018,11,29.694993,-81.947419,OSBS_003,1313.953947,41,0.065,4.15,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.947419,29.694993]}"
4043,0.2647547423839569,0.2646969258785248,0.2648125886917114,5.78260143417815E-5,-0.011385363526642323,-0.011428571306169033,-0.011342154815793037,4.320820955979335E-5,0.5666365623474121,0.56411212682724,0.5691609978675842,0.002524424099861763,-0.03367098793387413,-0.03730664402246475,-0.030035335570573807,0.003635653356568893,0.9774856117007233,0.9774011299435028,0.9775700934579438,8.448175655480361E-5,0.2951835836753543,0.29491856677524425,0.29544860057546435,2.650169001109195E-4,81,2018,4,29.688969,-81.991102,OSBS_031,1313.953947,41,0.052,4.2,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.991102,29.688969]}"
4044,0.2647547423839569,0.2646969258785248,0.2648125886917114,5.78260143417815E-5,-0.011385363526642323,-0.011428571306169033,-0.011342154815793037,4.320820955979335E-5,0.5666365623474121,0.56411212682724,0.5691609978675842,0.002524424099861763,-0.03367098793387413,-0.03730664402246475,-0.030035335570573807,0.003635653356568893,0.9774856117007233,0.9774011299435028,0.9775700934579438,8.448175655480361E-5,0.2951835836753543,0.29491856677524425,0.29544860057546435,2.650169001109195E-4,81,2018,4,29.688969,-81.991102,OSBS_031,1313.953947,41,0.045,4.29,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.991102,29.688969]}"
4045,0.45442888140678406,0.454312264919281,0.4545454680919647,1.1658748449171349E-4,0.16313360631465912,0.16277877986431122,0.16348843276500702,3.5482827490844335E-4,0.6259937286376953,0.623846709728241,0.6281406879425049,0.0021470018652476265,0.00374531839042902,0.0,0.00749063678085804,0.003745318352059902,1.3898681636535213,1.3888548683404776,1.3908814589665652,0.0010132953133210288,0.3372210664437163,0.33714359106087854,0.3372985418265541,7.747538296604314E-5,81,2018,13,29.703861,-81.956817,OSBS_002,1313.953947,41,0.057,4.89,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.956817,29.703861]}"
4046,0.45442888140678406,0.454312264919281,0.4545454680919647,1.1658748449171349E-4,0.16313360631465912,0.16277877986431122,0.16348843276500702,3.5482827490844335E-4,0.6259937286376953,0.623846709728241,0.6281406879425049,0.0021470018652476265,0.00374531839042902,0.0,0.00749063678085804,0.003745318352059902,1.3898681636535213,1.3888548683404776,1.3908814589665652,0.0010132953133210288,0.3372210664437163,0.33714359106087854,0.3372985418265541,7.747538296604314E-5,81,2018,12,29.703861,-81.956817,OSBS_002,1313.953947,41,0.063,4.6,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.956817,29.703861]}"
4047,0.45442888140678406,0.454312264919281,0.4545454680919647,1.1658748449171349E-4,0.16313360631465912,0.16277877986431122,0.16348843276500702,3.5482827490844335E-4,0.6259937286376953,0.623846709728241,0.6281406879425049,0.0021470018652476265,0.00374531839042902,0.0,0.00749063678085804,0.003745318352059902,1.3898681636535213,1.3888548683404776,1.3908814589665652,0.0010132953133210288,0.3372210664437163,0.33714359106087854,0.3372985418265541,7.747538296604314E-5,81,2018,2,29.703861,-81.956817,OSBS_002,1313.953947,41,0.063,4.05,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.956817,29.703861]}"
4048,0.2758214473724365,0.27534377574920654,0.2762991189956665,4.776664100932068E-4,-0.02434534579515457,-0.024938875809311867,-0.023751817643642426,5.935287822350038E-4,0.5696206092834473,0.5679252743721008,0.5713160037994385,0.0016953670498565025,-0.06918158382177353,-0.07616221904754639,-0.06220095604658127,0.006980629345145933,0.9524671813555402,0.9513358778625954,0.953598484848485,0.0011313034929352477,0.2888389932809188,0.288538073759618,0.2891399128022196,3.0091952132224055E-4,81,2018,4,29.691969,-81.992063,OSBS_027,1313.953947,41,0.06,4.49,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.992063,29.691969]}"
4049,0.2782908082008362,0.27805575728416443,0.27852585911750793,2.3505703424903993E-4,-0.00978816393762827,-0.010240796953439713,-0.009335529990494251,4.5263359644747727E-4,0.5426360368728638,0.5405636429786682,0.5447084307670593,0.0020724012446236423,-0.08792798221111298,-0.09336099773645401,-0.08249496668577194,0.005433013015854514,0.9806138298030915,0.9797260273972603,0.9815016322089226,8.878024058190735E-4,0.2586135666796321,0.25857826384142174,0.2586488695178425,3.530283827588362E-5,81,2018,4,29.693584,-81.992056,OSBS_026,1313.953947,41,0.037,4.54,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.992056,29.693584]}"
4050,0.3477477431297302,0.3463643491268158,0.34913110733032227,0.001383387248371571,0.16035343706607819,0.15998652577400208,0.1607203483581543,3.6691296529846855E-4,0.43726402521133423,0.4350000023841858,0.4395280182361603,0.0022640117994117393,-0.06423819065093994,-0.06827308982610703,-0.06020328402519226,0.00403490427699851,1.381955072741381,1.3809141940657579,1.382995951417004,0.0010408786756512405,0.2119073793717765,0.21162162162162168,0.21219313712193136,2.857577501700327E-4,190,2018,4,29.722597,-81.985527,OSBS_023,1313.953947,41,0.309,3.45,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.985527,29.722597]}"
4051,0.5094011425971985,0.5089430809020996,0.5098591446876526,4.58032749260383E-4,0.18985885381698608,0.18936237692832947,0.1903553307056427,4.964730489487305E-4,0.7484239339828491,0.7475547194480896,0.7492931485176086,8.691960857807176E-4,0.2055789679288864,0.20239880681037903,0.2087591290473938,0.003180161743946004,1.4687065558130028,1.4671936758893283,1.4702194357366771,0.001512879923449205,0.3358662338101694,0.33487784330244313,0.33685462431789565,9.883905077237571E-4,190,2018,15,29.694993,-81.947419,OSBS_003,1313.953947,41,0.087,3.95,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.947419,29.694993]}"
4052,0.5094011425971985,0.5089430809020996,0.5098591446876526,4.58032749260383E-4,0.18985885381698608,0.18936237692832947,0.1903553307056427,4.964730489487305E-4,0.7484239339828491,0.7475547194480896,0.7492931485176086,8.691960857807176E-4,0.2055789679288864,0.20239880681037903,0.2087591290473938,0.003180161743946004,1.4687065558130028,1.4671936758893283,1.4702194357366771,0.001512879923449205,0.3358662338101694,0.33487784330244313,0.33685462431789565,9.883905077237571E-4,190,2018,13,29.694993,-81.947419,OSBS_003,1313.953947,41,0.066,4.14,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.947419,29.694993]}"
4053,0.45442888140678406,0.454312264919281,0.4545454680919647,1.1658748449171349E-4,0.16313360631465912,0.16277877986431122,0.16348843276500702,3.5482827490844335E-4,0.6259937286376953,0.623846709728241,0.6281406879425049,0.0021470018652476265,0.00374531839042902,0.0,0.00749063678085804,0.003745318352059902,1.3898681636535213,1.3888548683404776,1.3908814589665652,0.0010132953133210288,0.3372210664437163,0.33714359106087854,0.3372985418265541,7.747538296604314E-5,190,2018,10,29.703861,-81.956817,OSBS_002,1313.953947,41,0.067,4.09,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.956817,29.703861]}"
4054,0.45442888140678406,0.454312264919281,0.4545454680919647,1.1658748449171349E-4,0.16313360631465912,0.16277877986431122,0.16348843276500702,3.5482827490844335E-4,0.6259937286376953,0.623846709728241,0.6281406879425049,0.0021470018652476265,0.00374531839042902,0.0,0.00749063678085804,0.003745318352059902,1.3898681636535213,1.3888548683404776,1.3908814589665652,0.0010132953133210288,0.3372210664437163,0.33714359106087854,0.3372985418265541,7.747538296604314E-5,190,2018,11,29.703861,-81.956817,OSBS_002,1313.953947,41,0.052,4.59,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.956817,29.703861]}"
4055,0.2782908082008362,0.27805575728416443,0.27852585911750793,2.3505703424903993E-4,-0.00978816393762827,-0.010240796953439713,-0.009335529990494251,4.5263359644747727E-4,0.5426360368728638,0.5405636429786682,0.5447084307670593,0.0020724012446236423,-0.08792798221111298,-0.09336099773645401,-0.08249496668577194,0.005433013015854514,0.9806138298030915,0.9797260273972603,0.9815016322089226,8.878024058190735E-4,0.2586135666796321,0.25857826384142174,0.2586488695178425,3.530283827588362E-5,191,2018,11,29.693584,-81.992056,OSBS_026,1313.953947,41,0.061,4.22,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.992056,29.693584]}"
4056,0.2647547423839569,0.2646969258785248,0.2648125886917114,5.78260143417815E-5,-0.011385363526642323,-0.011428571306169033,-0.011342154815793037,4.320820955979335E-5,0.5666365623474121,0.56411212682724,0.5691609978675842,0.002524424099861763,-0.03367098793387413,-0.03730664402246475,-0.030035335570573807,0.003635653356568893,0.9774856117007233,0.9774011299435028,0.9775700934579438,8.448175655480361E-5,0.2951835836753543,0.29491856677524425,0.29544860057546435,2.650169001109195E-4,191,2018,4,29.688969,-81.991102,OSBS_031,1313.953947,41,0.069,3.9,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.991102,29.688969]}"
4057,0.2647547423839569,0.2646969258785248,0.2648125886917114,5.78260143417815E-5,-0.011385363526642323,-0.011428571306169033,-0.011342154815793037,4.320820955979335E-5,0.5666365623474121,0.56411212682724,0.5691609978675842,0.002524424099861763,-0.03367098793387413,-0.03730664402246475,-0.030035335570573807,0.003635653356568893,0.9774856117007233,0.9774011299435028,0.9775700934579438,8.448175655480361E-5,0.2951835836753543,0.29491856677524425,0.29544860057546435,2.650169001109195E-4,191,2018,3,29.688969,-81.991102,OSBS_031,1313.953947,41,0.073,4.19,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.991102,29.688969]}"
4058,0.2758214473724365,0.27534377574920654,0.2762991189956665,4.776664100932068E-4,-0.02434534579515457,-0.024938875809311867,-0.023751817643642426,5.935287822350038E-4,0.5696206092834473,0.5679252743721008,0.5713160037994385,0.0016953670498565025,-0.06918158382177353,-0.07616221904754639,-0.06220095604658127,0.006980629345145933,0.9524671813555402,0.9513358778625954,0.953598484848485,0.0011313034929352477,0.2888389932809188,0.288538073759618,0.2891399128022196,3.0091952132224055E-4,191,2018,13,29.691969,-81.992063,OSBS_027,1313.953947,41,0.049,4.28,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.992063,29.691969]}"
4059,0.2647547423839569,0.2646969258785248,0.2648125886917114,5.78260143417815E-5,-0.011385363526642323,-0.011428571306169033,-0.011342154815793037,4.320820955979335E-5,0.5666365623474121,0.56411212682724,0.5691609978675842,0.002524424099861763,-0.03367098793387413,-0.03730664402246475,-0.030035335570573807,0.003635653356568893,0.9774856117007233,0.9774011299435028,0.9775700934579438,8.448175655480361E-5,0.2951835836753543,0.29491856677524425,0.29544860057546435,2.650169001109195E-4,191,2018,2,29.688969,-81.991102,OSBS_031,1313.953947,41,0.078,3.89,2018-01-01T00:00:00,20.28092105,53.00914474,"{""type"":""Point"",""coordinates"":[-81.991102,29.688969]}"
